event_id,event_family,reference_period,actual_release_at_utc,actual_initial,consensus_value,point_in_time_quality
54aa52d17853acdb44974e08,us_nonfarm_payrolls,2018-03,2018-04-03T13:30:00Z,148280.0,,missing
4685953f90b85e40867f9d63,us_nonfarm_payrolls,2018-02,2018-03-02T13:30:00Z,148054.0,,missing
401fd6a3e7f52dbb6c655b1c,us_nonfarm_payrolls,2018-01,2018-02-01T13:30:00Z,147660.0,,missing
07dd4d6a9984dcacb93ca0cb,us_nonfarm_payrolls,2017-12,2018-01-12T13:30:00Z,147523.0,,missing
f1468fb14a781b619d0889ff,us_nonfarm_payrolls,2017-11,2017-12-11T13:30:00Z,147372.0,,missing
eea41c8e659967a8d2cc68ec,us_nonfarm_payrolls,2017-10,2017-11-10T13:30:00Z,147149.0,,missing
4eb0dc1182df2d2e61972ac9,us_nonfarm_payrolls,2017-09,2017-10-09T13:30:00Z,147008.0,,missing
23e9ee7ac1e27b536dcfbff8,us_nonfarm_payrolls,2017-08,2017-09-08T13:30:00Z,146919.0,,missing
2e13f04093e180671c7b78e2,us_nonfarm_payrolls,2017-07,2017-08-07T13:30:00Z,146772.0,,missing
bf1bf7605863a3d74fd24e4f,us_nonfarm_payrolls,2017-06,2017-07-06T13:30:00Z,146583.0,,missing
a2b94588b41e9d2e624bcc2c,us_nonfarm_payrolls,2017-05,2017-06-05T13:30:00Z,146380.0,,missing
f259f01b8da3066dd1bdce31,us_nonfarm_payrolls,2017-04,2017-05-04T13:30:00Z,146175.0,,missing
3db2b1e986dc8cd07c57b907,us_nonfarm_payrolls,2017-03,2017-04-03T13:30:00Z,145970.0,,missing
19335ee04c9e9af6ba36e96c,us_nonfarm_payrolls,2017-02,2017-03-02T13:30:00Z,145846.0,,missing
052b366135750051688843ea,us_nonfarm_payrolls,2017-01,2017-02-01T13:30:00Z,145628.0,,missing
6b0d44fbaec2069cecb1b304,us_nonfarm_payrolls,2016-12,2017-01-12T13:30:00Z,145408.0,,missing
afff068ee18eb0161467208e,us_nonfarm_payrolls,2016-11,2016-12-11T13:30:00Z,145183.0,,missing
1ec16d163a1bfd195bc12c1f,us_nonfarm_payrolls,2016-10,2016-11-10T13:30:00Z,145065.0,,missing
f0dabd99b422b8fdb76f1e1c,us_nonfarm_payrolls,2016-09,2016-10-09T13:30:00Z,144967.0,,missing
de1568d7ce1317e7c771724d,us_nonfarm_payrolls,2016-08,2016-09-08T13:30:00Z,144661.0,,missing
5c8afc7eabbd77c0bea97749,us_nonfarm_payrolls,2016-07,2016-08-07T13:30:00Z,144520.0,,missing
00104336237f8a8876802ce6,us_nonfarm_payrolls,2016-06,2016-07-06T13:30:00Z,144147.0,,missing
0405007aed920d57bcbf6ded,us_nonfarm_payrolls,2016-05,2016-06-05T13:30:00Z,143900.0,,missing
2f6ad092c7c724ddb5f22986,us_nonfarm_payrolls,2016-04,2016-05-04T13:30:00Z,143854.0,,missing
1e98bf64ceabcdf11298cc85,us_nonfarm_payrolls,2016-03,2016-04-03T13:30:00Z,143662.0,,missing
49262c0eb116a6b6f632f428,us_nonfarm_payrolls,2016-02,2016-03-02T13:30:00Z,143406.0,,missing
db8627f49536a1a14253f52a,us_nonfarm_payrolls,2016-01,2016-02-01T13:30:00Z,143210.0,,missing
3ceba5d0af5fb9f48bda8093,us_nonfarm_payrolls,2015-12,2016-01-12T13:30:00Z,143077.0,,missing
d6bf8c6f3af392017d4f5b61,us_nonfarm_payrolls,2015-11,2015-12-11T13:30:00Z,142808.0,,missing
c9bf08ecf0d4c5dcec76e3d7,us_nonfarm_payrolls,2015-10,2015-11-10T13:30:00Z,142579.0,,missing
9d482cc4942e54a77d27dcb0,us_nonfarm_payrolls,2015-09,2015-10-09T13:30:00Z,142275.0,,missing
d08d0f0e06011918ea6dcf63,us_nonfarm_payrolls,2015-08,2015-09-08T13:30:00Z,142125.0,,missing
de8b1b32f092ccc489b2da43,us_nonfarm_payrolls,2015-07,2015-08-07T13:30:00Z,141991.0,,missing
b745fa62109cbd06cdb50d30,us_nonfarm_payrolls,2015-06,2015-07-06T13:30:00Z,141709.0,,missing
b06df66c4afe49c36009247e,us_nonfarm_payrolls,2015-05,2015-06-05T13:30:00Z,141538.0,,missing
5d59d9d5d8bae1d00536afa5,us_nonfarm_payrolls,2015-04,2015-05-04T13:30:00Z,141196.0,,missing
27197c426be2e46fa08e371f,us_nonfarm_payrolls,2015-03,2015-04-03T13:30:00Z,140923.0,,missing
1ffcf875a6f6c23912c6f834,us_nonfarm_payrolls,2015-02,2015-03-02T13:30:00Z,140827.0,,missing
3ab8c83998422203fa24b4d0,us_nonfarm_payrolls,2015-01,2015-02-01T13:30:00Z,140568.0,,missing
5dbd32aed36f0be4a7ddd81e,us_nonfarm_payrolls,2014-12,2015-01-12T13:30:00Z,140364.0,,missing
bd09f62f368d2c8d6a63d458,us_nonfarm_payrolls,2014-11,2014-12-11T13:30:00Z,140089.0,,missing
dca42592da393094a4f55e64,us_nonfarm_payrolls,2014-10,2014-11-10T13:30:00Z,139798.0,,missing
e54b93fac6aa362f8a24fc11,us_nonfarm_payrolls,2014-09,2014-10-09T13:30:00Z,139563.0,,missing
7f34d520e81554662d81c480,us_nonfarm_payrolls,2014-08,2014-09-08T13:30:00Z,139269.0,,missing
bed9600916a6b8063202ec8b,us_nonfarm_payrolls,2014-07,2014-08-07T13:30:00Z,139072.0,,missing
4f5e2e25cead6897da27482d,us_nonfarm_payrolls,2014-06,2014-07-06T13:30:00Z,138849.0,,missing
7aba76e76bee162a7a400cc3,us_nonfarm_payrolls,2014-05,2014-06-05T13:30:00Z,138513.0,,missing
04024dc90a57e97bf7d81197,us_nonfarm_payrolls,2014-04,2014-05-04T13:30:00Z,138298.0,,missing
97b7794b3766f82f8b3acf3a,us_nonfarm_payrolls,2014-03,2014-04-03T13:30:00Z,137985.0,,missing
3e733128a6741689a62fd97c,us_nonfarm_payrolls,2014-02,2014-03-02T13:30:00Z,137712.0,,missing
75a9c6369cf1b566ae43b753,us_nonfarm_payrolls,2014-01,2014-02-01T13:30:00Z,137561.0,,missing
03dc288532f9f83167534047,us_nonfarm_payrolls,2013-12,2014-01-12T13:30:00Z,137372.0,,missing
47c4a26e0762609062864775,us_nonfarm_payrolls,2013-11,2013-12-11T13:30:00Z,137317.0,,missing
ff23639f82571843ae6d7496,us_nonfarm_payrolls,2013-10,2013-11-10T13:30:00Z,137041.0,,missing
9e8861cc39d95c4d3d0b1bfc,us_nonfarm_payrolls,2013-09,2013-10-09T13:30:00Z,136821.0,,missing
52fe3680b2094c3f81215958,us_nonfarm_payrolls,2013-08,2013-09-08T13:30:00Z,136646.0,,missing
9b9cb4e6cc039eb41e2f8d29,us_nonfarm_payrolls,2013-07,2013-08-07T13:30:00Z,136391.0,,missing
322765a9da0da633bbdff6c6,us_nonfarm_payrolls,2013-06,2013-07-06T13:30:00Z,136279.0,,missing
ec337681134aad7dd6ced9f0,us_nonfarm_payrolls,2013-05,2013-06-05T13:30:00Z,136096.0,,missing
d01dbcdf6b7be5abad8cf20c,us_nonfarm_payrolls,2013-04,2013-05-04T13:30:00Z,135873.0,,missing
d4a83eff0ae4575ced1a2621,us_nonfarm_payrolls,2013-03,2013-04-03T13:30:00Z,135689.0,,missing
6059ed6c8fc50e4caa29e2db,us_nonfarm_payrolls,2013-02,2013-03-02T13:30:00Z,135546.0,,missing
303186abfad7c381d0eb962c,us_nonfarm_payrolls,2013-01,2013-02-01T13:30:00Z,135257.0,,missing
7f7f811c3ace6682094f5d52,us_nonfarm_payrolls,2012-12,2013-01-12T13:30:00Z,135074.0,,missing
f5612091d5ce5a433e46cabf,us_nonfarm_payrolls,2012-11,2012-12-11T13:30:00Z,134825.0,,missing
3ab788110b9ef1ea537a97ce,us_nonfarm_payrolls,2012-10,2012-11-10T13:30:00Z,134669.0,,missing
62b3ddf61d4d084c6088cfb3,us_nonfarm_payrolls,2012-09,2012-10-09T13:30:00Z,134517.0,,missing
08d21ff6fb70d0a67f1fce71,us_nonfarm_payrolls,2012-08,2012-09-08T13:30:00Z,134339.0,,missing
d21ccb0c208384e2a3ec50c9,us_nonfarm_payrolls,2012-07,2012-08-07T13:30:00Z,134157.0,,missing
22d6517e26ea5f844a3403e0,us_nonfarm_payrolls,2012-06,2012-07-06T13:30:00Z,134013.0,,missing
861c00ec9bb251b388c02133,us_nonfarm_payrolls,2012-05,2012-06-05T13:30:00Z,133932.0,,missing
6e90598806b3cdd6c4914e8c,us_nonfarm_payrolls,2012-04,2012-05-04T13:30:00Z,133825.0,,missing
7441d1b0ea780337fc6d56e1,us_nonfarm_payrolls,2012-03,2012-04-03T13:30:00Z,133748.0,,missing
d0246853be4ba7f1621cfc18,us_nonfarm_payrolls,2012-02,2012-03-02T13:30:00Z,133509.0,,missing
9239de6063730fccdccf5341,us_nonfarm_payrolls,2012-01,2012-02-01T13:30:00Z,133246.0,,missing
a83917ae4928c155c2e7db74,us_nonfarm_payrolls,2011-12,2012-01-12T13:30:00Z,132888.0,,missing
debc7477b26e2e494d6c178d,us_nonfarm_payrolls,2011-11,2011-12-11T13:30:00Z,132690.0,,missing
f1f56b41986cece3bee44336,us_nonfarm_payrolls,2011-10,2011-11-10T13:30:00Z,132553.0,,missing
7b0a2f35b4cf89cd0aa4ec2c,us_nonfarm_payrolls,2011-09,2011-10-09T13:30:00Z,132344.0,,missing
966c30918d1d0bf778cfa7de,us_nonfarm_payrolls,2011-08,2011-09-08T13:30:00Z,132125.0,,missing
18b7849bd6e9a45077aee125,us_nonfarm_payrolls,2011-07,2011-08-07T13:30:00Z,131992.0,,missing
2e5979c254f04c9d61b623e9,us_nonfarm_payrolls,2011-06,2011-07-06T13:30:00Z,131931.0,,missing
c121a9d580e1acd4aa9520bd,us_nonfarm_payrolls,2011-05,2011-06-05T13:30:00Z,131703.0,,missing
ba028a476ca3842648c69d71,us_nonfarm_payrolls,2011-04,2011-05-04T13:30:00Z,131597.0,,missing
f8cf8f76fa4795ceae41d025,us_nonfarm_payrolls,2011-03,2011-04-03T13:30:00Z,131283.0,,missing
9ed892bea434a241bcb85f98,us_nonfarm_payrolls,2011-02,2011-03-02T13:30:00Z,131057.0,,missing
5fb478193dfa9f99eca44e05,us_nonfarm_payrolls,2011-01,2011-02-01T13:30:00Z,130837.0,,missing
e807813429205433472a210b,us_nonfarm_payrolls,2010-12,2011-01-12T13:30:00Z,130830.0,,missing
59183912e8926fe3adc7735b,us_nonfarm_payrolls,2010-11,2010-12-11T13:30:00Z,130749.0,,missing
f650706c517c01211744e404,us_nonfarm_payrolls,2010-10,2010-11-10T13:30:00Z,130620.0,,missing
c0ad84084a2179b364990d88,us_nonfarm_payrolls,2010-09,2010-10-09T13:30:00Z,130341.0,,missing
3cbe1a66eb472732d3491ef2,us_nonfarm_payrolls,2010-08,2010-09-08T13:30:00Z,130415.0,,missing
3749c31b57c6dad86bebd078,us_nonfarm_payrolls,2010-07,2010-08-07T13:30:00Z,130415.0,,missing
793aeb54fa2dbb831439624c,us_nonfarm_payrolls,2010-06,2010-07-06T13:30:00Z,130510.0,,missing
699eb637f95f31ac0d4b315f,us_nonfarm_payrolls,2010-05,2010-06-05T13:30:00Z,130642.0,,missing
1eb593895d4098055c21b860,us_nonfarm_payrolls,2010-04,2010-05-04T13:30:00Z,130120.0,,missing
5ef06c9d14ecf4d5c57241b2,us_nonfarm_payrolls,2010-03,2010-04-03T13:30:00Z,129866.0,,missing
61863a98b6563e24942e3cbb,us_nonfarm_payrolls,2010-02,2010-03-02T13:30:00Z,129706.0,,missing
c9c5c8fad356695c118d459e,us_nonfarm_payrolls,2010-01,2010-02-01T13:30:00Z,129802.0,,missing
080baa5d28e09f0b281fe0c1,us_unemployment_rate,2019-12,2020-01-12T13:30:00Z,3.6,,missing
5cce1ebd36656969b352b92c,us_unemployment_rate,2019-11,2019-12-11T13:30:00Z,3.6,,missing
392e7ea6b921ad3e9d79b533,us_unemployment_rate,2019-10,2019-11-10T13:30:00Z,3.6,,missing
1e5c209fb6abb1ddbd337924,us_unemployment_rate,2019-09,2019-10-09T13:30:00Z,3.5,,missing
8bbd4ae6171c40c05fe5a004,us_unemployment_rate,2019-08,2019-09-08T13:30:00Z,3.6,,missing
53485f911296fa556dd7d781,us_unemployment_rate,2019-07,2019-08-07T13:30:00Z,3.7,,missing
83141395ba6be443822f496d,us_unemployment_rate,2019-06,2019-07-06T13:30:00Z,3.6,,missing
b64448b3add1ee455c9ad940,us_unemployment_rate,2019-05,2019-06-05T13:30:00Z,3.6,,missing
3d2a7aea8e6e35a6ce64e261,us_unemployment_rate,2019-04,2019-05-04T13:30:00Z,3.7,,missing
355b08aea0393f4dfef2ed60,us_unemployment_rate,2019-03,2019-04-03T13:30:00Z,3.8,,missing
819e2b47751b1b9d9a05d4c2,us_unemployment_rate,2019-02,2019-03-02T13:30:00Z,3.8,,missing
1a20c36bc0b3b002377e1431,us_unemployment_rate,2019-01,2019-02-01T13:30:00Z,4.0,,missing
06d0de884090d56ba71a25b1,us_unemployment_rate,2018-12,2019-01-12T13:30:00Z,3.9,,missing
f628b7153543f6d1572c7dde,us_unemployment_rate,2018-11,2018-12-11T13:30:00Z,3.8,,missing
98e30182de7b7cf9b8ff6476,us_unemployment_rate,2018-10,2018-11-10T13:30:00Z,3.8,,missing
8f1d6b5cfd351f9cc1435496,us_unemployment_rate,2018-09,2018-10-09T13:30:00Z,3.7,,missing
64926c5024f24eb432ac5116,us_unemployment_rate,2018-08,2018-09-08T13:30:00Z,3.8,,missing
eae51084fdf2ea24c58bafd7,us_unemployment_rate,2018-07,2018-08-07T13:30:00Z,3.8,,missing
8160a583d6dfed8e0129115a,us_unemployment_rate,2018-06,2018-07-06T13:30:00Z,4.0,,missing
807ee7a5f632c8014ce34b68,us_unemployment_rate,2018-05,2018-06-05T13:30:00Z,3.8,,missing
38a353cbf4ed51d6eb3821a1,us_unemployment_rate,2018-04,2018-05-04T13:30:00Z,4.0,,missing
d29fe43b1fc0408db9af05d2,us_unemployment_rate,2018-03,2018-04-03T13:30:00Z,4.0,,missing
849e26710d945730a5a56e90,us_unemployment_rate,2018-02,2018-03-02T13:30:00Z,4.1,,missing
57122cca43b1f2e8ed66ede7,us_unemployment_rate,2018-01,2018-02-01T13:30:00Z,4.0,,missing
fb51c8646f1592075c02eb20,us_unemployment_rate,2017-12,2018-01-12T13:30:00Z,4.1,,missing
1f9a02dce50d94f4e88e748d,us_unemployment_rate,2017-11,2017-12-11T13:30:00Z,4.2,,missing
ff7b431c5355f77ff2112996,us_unemployment_rate,2017-10,2017-11-10T13:30:00Z,4.2,,missing
695ed918a0f8129db45d6c1a,us_unemployment_rate,2017-09,2017-10-09T13:30:00Z,4.3,,missing
80b6d2adf17c37a66e74a4d8,us_unemployment_rate,2017-08,2017-09-08T13:30:00Z,4.4,,missing
ad2f10b3814c36204d57e5ea,us_unemployment_rate,2017-07,2017-08-07T13:30:00Z,4.3,,missing
de762d21753359e932b7cc35,us_unemployment_rate,2017-06,2017-07-06T13:30:00Z,4.3,,missing
2465d55750a26f2a9f24e717,us_unemployment_rate,2017-05,2017-06-05T13:30:00Z,4.4,,missing
2bcce480d69f1294a27ab566,us_unemployment_rate,2017-04,2017-05-04T13:30:00Z,4.4,,missing
fc4cf0779503606f644fc864,us_unemployment_rate,2017-03,2017-04-03T13:30:00Z,4.4,,missing
6a7bd96fa87a11e814db5a44,us_unemployment_rate,2017-02,2017-03-02T13:30:00Z,4.6,,missing
a8a4c7a2b8b0916748403083,us_unemployment_rate,2017-01,2017-02-01T13:30:00Z,4.7,,missing
965c4bb728e47990736f0255,us_unemployment_rate,2016-12,2017-01-12T13:30:00Z,4.7,,missing
95291c61193770c45e918229,us_unemployment_rate,2016-11,2016-12-11T13:30:00Z,4.7,,missing
9580b9265cc1a888327aa530,us_unemployment_rate,2016-10,2016-11-10T13:30:00Z,4.9,,missing
df902054538bfa6b0e0159fe,us_unemployment_rate,2016-09,2016-10-09T13:30:00Z,5.0,,missing
456e7fc1128d813fcc2f6118,us_unemployment_rate,2016-08,2016-09-08T13:30:00Z,4.9,,missing
c78ef10108c939402b53e79d,us_unemployment_rate,2016-07,2016-08-07T13:30:00Z,4.8,,missing
6b9666c52779a9b1cad8b8a5,us_unemployment_rate,2016-06,2016-07-06T13:30:00Z,4.9,,missing
bbbd3f08747f272348976c36,us_unemployment_rate,2016-05,2016-06-05T13:30:00Z,4.8,,missing
3978f8df00f9b96179e57d35,us_unemployment_rate,2016-04,2016-05-04T13:30:00Z,5.1,,missing
341b6521910ff2d108e17253,us_unemployment_rate,2016-03,2016-04-03T13:30:00Z,5.0,,missing
d1f89e52c0c77195a07b725f,us_unemployment_rate,2016-02,2016-03-02T13:30:00Z,4.9,,missing
9dd9bdce63cf84ab0b3e772f,us_unemployment_rate,2016-01,2016-02-01T13:30:00Z,4.8,,missing
910d32a254b53c8b2cea1c23,us_unemployment_rate,2015-12,2016-01-12T13:30:00Z,5.0,,missing
c6f4a4d9b29625cc82b2c721,us_unemployment_rate,2015-11,2015-12-11T13:30:00Z,5.1,,missing
5435a89254519a864728f0f2,us_unemployment_rate,2015-10,2015-11-10T13:30:00Z,5.0,,missing
cbbde6cdf7b3a2f5161c9dc3,us_unemployment_rate,2015-09,2015-10-09T13:30:00Z,5.0,,missing
6388f4ccee51c138ed814e1c,us_unemployment_rate,2015-08,2015-09-08T13:30:00Z,5.1,,missing
7b4044cf4fdc3b600239ab60,us_unemployment_rate,2015-07,2015-08-07T13:30:00Z,5.2,,missing
113e8ca0a5b54826051298f3,us_unemployment_rate,2015-06,2015-07-06T13:30:00Z,5.3,,missing
6b8addf52ef72a364f2a54df,us_unemployment_rate,2015-05,2015-06-05T13:30:00Z,5.6,,missing
31d2b4ddc82a2edae5fc374c,us_unemployment_rate,2015-04,2015-05-04T13:30:00Z,5.4,,missing
c0be63c15f33a9e9e0d2df6d,us_unemployment_rate,2015-03,2015-04-03T13:30:00Z,5.4,,missing
fefbca3bf84797e89663e473,us_unemployment_rate,2015-02,2015-03-02T13:30:00Z,5.5,,missing
c55b5dc40d3cfd603ec3c090,us_unemployment_rate,2015-01,2015-02-01T13:30:00Z,5.7,,missing
9d83c11478641a469405a415,us_unemployment_rate,2014-12,2015-01-12T13:30:00Z,5.6,,missing
31f0a27243939a0d8af5fb2f,us_unemployment_rate,2014-11,2014-12-11T13:30:00Z,5.8,,missing
7a606f64c8787c22c73d9f9f,us_unemployment_rate,2014-10,2014-11-10T13:30:00Z,5.7,,missing
0f41dac74dcdf08bab5016e0,us_unemployment_rate,2014-09,2014-10-09T13:30:00Z,5.9,,missing
760ae18cf69cc1e2e20091a0,us_unemployment_rate,2014-08,2014-09-08T13:30:00Z,6.1,,missing
25b7b8b66e95ef65cdf1429a,us_unemployment_rate,2014-07,2014-08-07T13:30:00Z,6.2,,missing
ee094297c1ee2a33887a9730,us_unemployment_rate,2014-06,2014-07-06T13:30:00Z,6.1,,missing
d083f7a4350163115771b372,us_unemployment_rate,2014-05,2014-06-05T13:30:00Z,6.3,,missing
90598c6d3c50c7ff3e283ca5,us_unemployment_rate,2014-04,2014-05-04T13:30:00Z,6.2,,missing
cdcce5a89f9e35a342ff5a9b,us_unemployment_rate,2014-03,2014-04-03T13:30:00Z,6.7,,missing
5b4452d4555079eb0ac92db9,us_unemployment_rate,2014-02,2014-03-02T13:30:00Z,6.7,,missing
3064742861b44b08712fc274,us_unemployment_rate,2014-01,2014-02-01T13:30:00Z,6.6,,missing
ebaa46260bc300b3737113bb,us_unemployment_rate,2013-12,2014-01-12T13:30:00Z,6.7,,missing
6be6a971cef59e4d3702a76e,us_unemployment_rate,2013-11,2013-12-11T13:30:00Z,6.9,,missing
c3009baf98f0171eb28c5dd5,us_unemployment_rate,2013-10,2013-11-10T13:30:00Z,7.2,,missing
20b86b51e02a21ae04fc3ce3,us_unemployment_rate,2013-09,2013-10-09T13:30:00Z,7.2,,missing
9647537450d78004169cfe9e,us_unemployment_rate,2013-08,2013-09-08T13:30:00Z,7.2,,missing
cc83ac024ed0657a15a85616,us_unemployment_rate,2013-07,2013-08-07T13:30:00Z,7.3,,missing
81717bbe98088de82f7032a5,us_unemployment_rate,2013-06,2013-07-06T13:30:00Z,7.5,,missing
94c4d4c604baf8d453e61e2f,us_unemployment_rate,2013-05,2013-06-05T13:30:00Z,7.5,,missing
fb4fbdf6af7e8180ffef1018,us_unemployment_rate,2013-04,2013-05-04T13:30:00Z,7.6,,missing
805b95e77e1f45471d54500b,us_unemployment_rate,2013-03,2013-04-03T13:30:00Z,7.5,,missing
6d34b614bf1686cf806afa47,us_unemployment_rate,2013-02,2013-03-02T13:30:00Z,7.7,,missing
becdb47102f5e3d12be92250,us_unemployment_rate,2013-01,2013-02-01T13:30:00Z,8.0,,missing
2468618f4f0bc76245293e02,us_unemployment_rate,2012-12,2013-01-12T13:30:00Z,7.9,,missing
7270ef32452ad73b2ca9c7ee,us_unemployment_rate,2012-11,2012-12-11T13:30:00Z,7.7,,missing
066c696dceee11e6cc9882f4,us_unemployment_rate,2012-10,2012-11-10T13:30:00Z,7.8,,missing
acd5039b58e5fff7ac499877,us_unemployment_rate,2012-09,2012-10-09T13:30:00Z,7.8,,missing
0b76dd6a7f0a964fb84c76a3,us_unemployment_rate,2012-08,2012-09-08T13:30:00Z,8.1,,missing
10ca3b67df57caf0ca84bd54,us_unemployment_rate,2012-07,2012-08-07T13:30:00Z,8.2,,missing
8a931d9340c3595652894f2b,us_unemployment_rate,2012-06,2012-07-06T13:30:00Z,8.2,,missing
3074fe13870c8721fdd7c146,us_unemployment_rate,2012-05,2012-06-05T13:30:00Z,8.2,,missing
678d7cfafa6d2480f08d553f,us_unemployment_rate,2012-04,2012-05-04T13:30:00Z,8.2,,missing
e532e43edb26566a2ba2a6ab,us_unemployment_rate,2012-03,2012-04-03T13:30:00Z,8.2,,missing
21563a0def6f044b11d441c0,us_unemployment_rate,2012-02,2012-03-02T13:30:00Z,8.3,,missing
40e7d68a2565dfb4a41c4c66,us_unemployment_rate,2012-01,2012-02-01T13:30:00Z,8.3,,missing
b2c47c20f74ee857cea22696,us_unemployment_rate,2011-12,2012-01-12T13:30:00Z,8.5,,missing
83b9cfb10a384fa8f08b6a53,us_unemployment_rate,2011-11,2011-12-11T13:30:00Z,8.6,,missing
b25f538c0acaa02a9750342b,us_unemployment_rate,2011-10,2011-11-10T13:30:00Z,8.8,,missing
f1a0351d8912adb7ee650a9c,us_unemployment_rate,2011-09,2011-10-09T13:30:00Z,9.0,,missing
d98e41f1eead4d8aafadad0c,us_unemployment_rate,2011-08,2011-09-08T13:30:00Z,9.0,,missing
bfa9d7580ed05d93351cffa8,us_unemployment_rate,2011-07,2011-08-07T13:30:00Z,9.0,,missing
d2f5307309c1dc001fcee606,us_unemployment_rate,2011-06,2011-07-06T13:30:00Z,9.1,,missing
04918b3d3be7c79b60860764,us_unemployment_rate,2011-05,2011-06-05T13:30:00Z,9.0,,missing
a74f0850b8a6e4f0e13f0c53,us_unemployment_rate,2011-04,2011-05-04T13:30:00Z,9.1,,missing
89a05d0928bcf599f785911e,us_unemployment_rate,2011-03,2011-04-03T13:30:00Z,9.0,,missing
90015ff65e1f7eb0d6758d0f,us_unemployment_rate,2011-02,2011-03-02T13:30:00Z,9.0,,missing
2b0330a4f7201c3b3efd7b8c,us_unemployment_rate,2011-01,2011-02-01T13:30:00Z,9.1,,missing
13a2ccd94eae072b0429fe2c,us_unemployment_rate,2010-12,2011-01-12T13:30:00Z,9.3,,missing
b580fead4d39e593d23662c1,us_unemployment_rate,2010-11,2010-12-11T13:30:00Z,9.8,,missing
bc607ed33df091345cdf2c5a,us_unemployment_rate,2010-10,2010-11-10T13:30:00Z,9.4,,missing
a2d649e27d1c6a448d630259,us_unemployment_rate,2010-09,2010-10-09T13:30:00Z,9.5,,missing
3da6b5f44f1f60fff5428ff1,us_unemployment_rate,2010-08,2010-09-08T13:30:00Z,9.5,,missing
3e9096eb0744e3811a7158c8,us_unemployment_rate,2010-07,2010-08-07T13:30:00Z,9.4,,missing
9d23e14b3c4870f491ceb6fe,us_unemployment_rate,2010-06,2010-07-06T13:30:00Z,9.4,,missing
a8e5683fc334efa0536148b6,us_unemployment_rate,2010-05,2010-06-05T13:30:00Z,9.6,,missing
3a3920b86b08c5facb4403c4,us_unemployment_rate,2010-04,2010-05-04T13:30:00Z,9.9,,missing
42f98980682dd8c2b988e0eb,us_unemployment_rate,2010-03,2010-04-03T13:30:00Z,9.9,,missing
42d2228f73758d204b14b55d,us_unemployment_rate,2010-02,2010-03-02T13:30:00Z,9.8,,missing
3eb27ec8f18e7c605ae2efc9,us_unemployment_rate,2010-01,2010-02-01T13:30:00Z,9.8,,missing
84927cf27431cbccb5d6c66d,us_cpi,2010-01,2010-02-01T08:30:00Z,217.488,,missing
e8b130d64a771f6173189ba1,us_cpi,2010-02,2010-03-02T08:30:00Z,217.281,,missing
aff88052a331d617986665d0,us_cpi,2010-03,2010-04-03T08:30:00Z,217.353,,missing
441c3a59077aaac0533675d1,us_cpi,2010-04,2010-05-04T08:30:00Z,217.403,,missing
d4b514599942355d014191f4,us_cpi,2010-05,2010-06-05T08:30:00Z,217.29,,missing
887321bf4d9b1f8bdb579257,us_cpi,2010-06,2010-07-06T08:30:00Z,217.199,,missing
ad6c47a3e9160ff2392b8f46,us_cpi,2010-07,2010-08-07T08:30:00Z,217.605,,missing
46da1bd446b1a54efbad75ee,us_cpi,2010-08,2010-09-08T08:30:00Z,217.923,,missing
12989df5a1135604a59987ec,us_cpi,2010-09,2010-10-09T08:30:00Z,218.275,,missing
da405ec91667a69facbf27e6,us_cpi,2010-10,2010-11-10T08:30:00Z,219.035,,missing
15133e80e846ce116479385e,us_cpi,2010-11,2010-12-11T08:30:00Z,219.59,,missing
791738291007c2f22349f72f,us_cpi,2010-12,2011-01-12T08:30:00Z,220.472,,missing
34a652ea04c065ad0ef1c56b,us_cpi,2011-01,2011-02-01T08:30:00Z,221.187,,missing
f1ea84f7d9ff86112edd1a79,us_cpi,2011-02,2011-03-02T08:30:00Z,221.898,,missing
0e29fd810db39a4fd4c434b1,us_cpi,2011-03,2011-04-03T08:30:00Z,223.046,,missing
a5a8d04b286729c745b5ee56,us_cpi,2011-04,2011-05-04T08:30:00Z,224.093,,missing
d84639e6c73e30e53b835438,us_cpi,2011-05,2011-06-05T08:30:00Z,224.806,,missing
3aa728c0eb498ad17e71fe02,us_cpi,2011-06,2011-07-06T08:30:00Z,224.806,,missing
007e7caefa5dd5e2129471f5,us_cpi,2011-07,2011-08-07T08:30:00Z,225.395,,missing
27d3ea7eee45a23daadf44cf,us_cpi,2011-08,2011-09-08T08:30:00Z,226.106,,missing
6ae1e0147ff5652b4c34a08b,us_cpi,2011-09,2011-10-09T08:30:00Z,226.597,,missing
d5ca953631f22e46992e978c,us_cpi,2011-10,2011-11-10T08:30:00Z,226.75,,missing
6f833cdc000215ddcb059489,us_cpi,2011-11,2011-12-11T08:30:00Z,227.169,,missing
94f634af34f96b69fa4cab3e,us_cpi,2011-12,2012-01-12T08:30:00Z,227.223,,missing
fb99698dcd91ed269f6b8d26,us_cpi,2012-01,2012-02-01T08:30:00Z,227.842,,missing
fc073bc74d667c22150b28d5,us_cpi,2012-02,2012-03-02T08:30:00Z,228.329,,missing
19c60c5bd3bd69b9c6d3aa03,us_cpi,2012-03,2012-04-03T08:30:00Z,228.807,,missing
a9f1a986ce5ddd73c5ba427a,us_cpi,2012-04,2012-05-04T08:30:00Z,229.187,,missing
478a98dc994f33d05eed23bb,us_cpi,2012-05,2012-06-05T08:30:00Z,228.713,,missing
3e5c789acdb713ce66938541,us_cpi,2012-06,2012-07-06T08:30:00Z,228.524,,missing
