asset_symbol,binance_futures_symbol,metric,sample_time_utc,sample_time_china,value
ETH,ETHUSDT,open_interest_value_usd,2026-05-19T08:00:00Z,2026-05-19 16:00:00 UTC+8,4628944982.7703437805
ETH,ETHUSDT,open_interest_value_usd,2026-05-19T12:00:00Z,2026-05-19 20:00:00 UTC+8,4618848690.8897199631
ETH,ETHUSDT,open_interest_value_usd,2026-05-19T16:00:00Z,2026-05-20 00:00:00 UTC+8,4699814178.6197004318
ETH,ETHUSDT,open_interest_value_usd,2026-05-19T20:00:00Z,2026-05-20 04:00:00 UTC+8,4666271935.1739749908
ETH,ETHUSDT,open_interest_value_usd,2026-05-20T00:00:00Z,2026-05-20 08:00:00 UTC+8,4655528337.4069995880
ETH,ETHUSDT,open_interest_value_usd,2026-05-20T04:00:00Z,2026-05-20 12:00:00 UTC+8,4687501913.1202001572
ETH,ETHUSDT,open_interest_value_usd,2026-05-20T08:00:00Z,2026-05-20 16:00:00 UTC+8,4702114515.3460397720
ETH,ETHUSDT,open_interest_value_usd,2026-05-20T12:00:00Z,2026-05-20 20:00:00 UTC+8,4760909365.7627830505
ETH,ETHUSDT,open_interest_value_usd,2026-05-20T16:00:00Z,2026-05-21 00:00:00 UTC+8,4748730565.7608165741
ETH,ETHUSDT,open_interest_value_usd,2026-05-20T20:00:00Z,2026-05-21 04:00:00 UTC+8,4731856249.9608001709
ETH,ETHUSDT,open_interest_value_usd,2026-05-21T00:00:00Z,2026-05-21 08:00:00 UTC+8,4695666413.1012897491
ETH,ETHUSDT,open_interest_value_usd,2026-05-21T04:00:00Z,2026-05-21 12:00:00 UTC+8,4728393709.2588796616
ETH,ETHUSDT,open_interest_value_usd,2026-05-21T08:00:00Z,2026-05-21 16:00:00 UTC+8,4698309015.0765542984
ETH,ETHUSDT,open_interest_value_usd,2026-05-21T12:00:00Z,2026-05-21 20:00:00 UTC+8,4712866224.6073474884
ETH,ETHUSDT,open_interest_value_usd,2026-05-21T16:00:00Z,2026-05-22 00:00:00 UTC+8,4763227290.8914833069
ETH,ETHUSDT,open_interest_value_usd,2026-05-21T20:00:00Z,2026-05-22 04:00:00 UTC+8,4715280614.4567499161
ETH,ETHUSDT,open_interest_value_usd,2026-05-22T00:00:00Z,2026-05-22 08:00:00 UTC+8,4684204054.6763000488
ETH,ETHUSDT,open_interest_value_usd,2026-05-22T04:00:00Z,2026-05-22 12:00:00 UTC+8,4718707989.6617097855
ETH,ETHUSDT,open_interest_value_usd,2026-05-22T08:00:00Z,2026-05-22 16:00:00 UTC+8,4698973320.8970270157
ETH,ETHUSDT,open_interest_value_usd,2026-05-22T12:00:00Z,2026-05-22 20:00:00 UTC+8,4746075558.8671236038
ETH,ETHUSDT,open_interest_value_usd,2026-05-22T16:00:00Z,2026-05-23 00:00:00 UTC+8,4745145625.5552301407
ETH,ETHUSDT,open_interest_value_usd,2026-05-22T20:00:00Z,2026-05-23 04:00:00 UTC+8,4659232585.3628396988
ETH,ETHUSDT,open_interest_value_usd,2026-05-23T00:00:00Z,2026-05-23 08:00:00 UTC+8,4635913566.8459625244
ETH,ETHUSDT,open_interest_value_usd,2026-05-23T04:00:00Z,2026-05-23 12:00:00 UTC+8,4685341085.8173599243
ETH,ETHUSDT,open_interest_value_usd,2026-05-23T08:00:00Z,2026-05-23 16:00:00 UTC+8,4492002250.5560283661
ETH,ETHUSDT,open_interest_value_usd,2026-05-23T12:00:00Z,2026-05-23 20:00:00 UTC+8,4583335881.5215139389
ETH,ETHUSDT,open_interest_value_usd,2026-05-23T16:00:00Z,2026-05-24 00:00:00 UTC+8,4555580745.3697490692
ETH,ETHUSDT,open_interest_value_usd,2026-05-23T20:00:00Z,2026-05-24 04:00:00 UTC+8,4533311767.3006801605
ETH,ETHUSDT,open_interest_value_usd,2026-05-24T00:00:00Z,2026-05-24 08:00:00 UTC+8,4547177387.5817003250
ETH,ETHUSDT,open_interest_value_usd,2026-05-24T04:00:00Z,2026-05-24 12:00:00 UTC+8,4543059661.8230371475
ETH,ETHUSDT,open_interest_value_usd,2026-05-24T08:00:00Z,2026-05-24 16:00:00 UTC+8,4572637527.7625598907
ETH,ETHUSDT,open_interest_value_usd,2026-05-24T12:00:00Z,2026-05-24 20:00:00 UTC+8,4635633828.8269500732
ETH,ETHUSDT,open_interest_value_usd,2026-05-24T16:00:00Z,2026-05-25 00:00:00 UTC+8,4515526590.1552801132
ETH,ETHUSDT,open_interest_value_usd,2026-05-24T20:00:00Z,2026-05-25 04:00:00 UTC+8,4526628885.8685703278
ETH,ETHUSDT,open_interest_value_usd,2026-05-25T00:00:00Z,2026-05-25 08:00:00 UTC+8,4451170304.0024995804
ETH,ETHUSDT,open_interest_value_usd,2026-05-25T04:00:00Z,2026-05-25 12:00:00 UTC+8,4462160672.5135059357
ETH,ETHUSDT,open_interest_value_usd,2026-05-25T08:00:00Z,2026-05-25 16:00:00 UTC+8,4548457406.4058799744
ETH,ETHUSDT,open_interest_value_usd,2026-05-25T12:00:00Z,2026-05-25 20:00:00 UTC+8,4578460071.9894695282
ETH,ETHUSDT,open_interest_value_usd,2026-05-25T16:00:00Z,2026-05-26 00:00:00 UTC+8,4612389904.1020002365
ETH,ETHUSDT,open_interest_value_usd,2026-05-25T20:00:00Z,2026-05-26 04:00:00 UTC+8,4583350682.7711391449
ETH,ETHUSDT,open_interest_value_usd,2026-05-26T00:00:00Z,2026-05-26 08:00:00 UTC+8,4505612732.7324113846
ETH,ETHUSDT,open_interest_value_usd,2026-05-26T04:00:00Z,2026-05-26 12:00:00 UTC+8,4486240359.3113603592
ETH,ETHUSDT,open_interest_value_usd,2026-05-26T08:00:00Z,2026-05-26 16:00:00 UTC+8,4519339506.8814554214
ETH,ETHUSDT,open_interest_value_usd,2026-05-26T12:00:00Z,2026-05-26 20:00:00 UTC+8,4531394743.2712173462
ETH,ETHUSDT,open_interest_value_usd,2026-05-26T16:00:00Z,2026-05-27 00:00:00 UTC+8,4518329689.4999036789
ETH,ETHUSDT,open_interest_value_usd,2026-05-26T20:00:00Z,2026-05-27 04:00:00 UTC+8,4601774811.2910003662
ETH,ETHUSDT,open_interest_value_usd,2026-05-27T00:00:00Z,2026-05-27 08:00:00 UTC+8,4623566958.2184000015
ETH,ETHUSDT,open_interest_value_usd,2026-05-27T04:00:00Z,2026-05-27 12:00:00 UTC+8,4663020836.8371391296
ETH,ETHUSDT,open_interest_value_usd,2026-05-27T08:00:00Z,2026-05-27 16:00:00 UTC+8,4695597628.1504640579
ETH,ETHUSDT,open_interest_value_usd,2026-05-27T12:00:00Z,2026-05-27 20:00:00 UTC+8,4670840062.4897003174
ETH,ETHUSDT,open_interest_value_usd,2026-05-27T16:00:00Z,2026-05-28 00:00:00 UTC+8,4731358487.4400796890
ETH,ETHUSDT,open_interest_value_usd,2026-05-27T20:00:00Z,2026-05-28 04:00:00 UTC+8,4707200083.3815498352
ETH,ETHUSDT,open_interest_value_usd,2026-05-28T00:00:00Z,2026-05-28 08:00:00 UTC+8,4638354335.7749557495
ETH,ETHUSDT,open_interest_value_usd,2026-05-28T04:00:00Z,2026-05-28 12:00:00 UTC+8,4619034359.0471525192
ETH,ETHUSDT,open_interest_value_usd,2026-05-28T08:00:00Z,2026-05-28 16:00:00 UTC+8,4738195214.2245950699
ETH,ETHUSDT,open_interest_value_usd,2026-05-28T12:00:00Z,2026-05-28 20:00:00 UTC+8,4690550270.4305438995
ETH,ETHUSDT,open_interest_value_usd,2026-05-28T16:00:00Z,2026-05-29 00:00:00 UTC+8,4674950915.4956951141
ETH,ETHUSDT,open_interest_value_usd,2026-05-28T20:00:00Z,2026-05-29 04:00:00 UTC+8,4611590520.4481000900
ETH,ETHUSDT,open_interest_value_usd,2026-05-29T00:00:00Z,2026-05-29 08:00:00 UTC+8,4573608437.2522096634
ETH,ETHUSDT,open_interest_value_usd,2026-05-29T04:00:00Z,2026-05-29 12:00:00 UTC+8,4587405211.6344003677
SOL,SOLUSDT,open_interest_value_usd,2026-04-29T08:00:00Z,2026-04-29 16:00:00 UTC+8,794247189.8566999435
SOL,SOLUSDT,open_interest_value_usd,2026-04-29T12:00:00Z,2026-04-29 20:00:00 UTC+8,795022177.7663999796
SOL,SOLUSDT,open_interest_value_usd,2026-04-29T16:00:00Z,2026-04-30 00:00:00 UTC+8,795322965.8946000338
SOL,SOLUSDT,open_interest_value_usd,2026-04-29T20:00:00Z,2026-04-30 04:00:00 UTC+8,786011514.5784648657
SOL,SOLUSDT,open_interest_value_usd,2026-04-30T00:00:00Z,2026-04-30 08:00:00 UTC+8,790581466.2452000380
SOL,SOLUSDT,open_interest_value_usd,2026-04-30T04:00:00Z,2026-04-30 12:00:00 UTC+8,789288343.0835968256
SOL,SOLUSDT,open_interest_value_usd,2026-04-30T08:00:00Z,2026-04-30 16:00:00 UTC+8,786727517.0985000134
SOL,SOLUSDT,open_interest_value_usd,2026-04-30T12:00:00Z,2026-04-30 20:00:00 UTC+8,790537564.9079999924
SOL,SOLUSDT,open_interest_value_usd,2026-04-30T16:00:00Z,2026-05-01 00:00:00 UTC+8,795797908.9597238302
SOL,SOLUSDT,open_interest_value_usd,2026-04-30T20:00:00Z,2026-05-01 04:00:00 UTC+8,797825704.4656071663
SOL,SOLUSDT,open_interest_value_usd,2026-05-01T00:00:00Z,2026-05-01 08:00:00 UTC+8,801117508.8179380894
SOL,SOLUSDT,open_interest_value_usd,2026-05-01T04:00:00Z,2026-05-01 12:00:00 UTC+8,798811347.4894000292
SOL,SOLUSDT,open_interest_value_usd,2026-05-01T08:00:00Z,2026-05-01 16:00:00 UTC+8,805630934.1015540361
SOL,SOLUSDT,open_interest_value_usd,2026-05-01T12:00:00Z,2026-05-01 20:00:00 UTC+8,799907565.1008000374
SOL,SOLUSDT,open_interest_value_usd,2026-05-01T16:00:00Z,2026-05-02 00:00:00 UTC+8,811936007.0485430956
SOL,SOLUSDT,open_interest_value_usd,2026-05-01T20:00:00Z,2026-05-02 04:00:00 UTC+8,805165232.3161734343
SOL,SOLUSDT,open_interest_value_usd,2026-05-02T00:00:00Z,2026-05-02 08:00:00 UTC+8,800809141.7546000481
SOL,SOLUSDT,open_interest_value_usd,2026-05-02T04:00:00Z,2026-05-02 12:00:00 UTC+8,798731718.6646388769
SOL,SOLUSDT,open_interest_value_usd,2026-05-02T08:00:00Z,2026-05-02 16:00:00 UTC+8,799495473.6965076923
SOL,SOLUSDT,open_interest_value_usd,2026-05-02T12:00:00Z,2026-05-02 20:00:00 UTC+8,796441247.7204072475
SOL,SOLUSDT,open_interest_value_usd,2026-05-02T16:00:00Z,2026-05-03 00:00:00 UTC+8,800082706.0800000429
SOL,SOLUSDT,open_interest_value_usd,2026-05-02T20:00:00Z,2026-05-03 04:00:00 UTC+8,797002597.7891999483
SOL,SOLUSDT,open_interest_value_usd,2026-05-03T00:00:00Z,2026-05-03 08:00:00 UTC+8,794435131.7029999495
SOL,SOLUSDT,open_interest_value_usd,2026-05-03T04:00:00Z,2026-05-03 12:00:00 UTC+8,792499810.5046358109
SOL,SOLUSDT,open_interest_value_usd,2026-05-03T08:00:00Z,2026-05-03 16:00:00 UTC+8,791302621.4427329302
SOL,SOLUSDT,open_interest_value_usd,2026-05-03T12:00:00Z,2026-05-03 20:00:00 UTC+8,789544610.0892000198
SOL,SOLUSDT,open_interest_value_usd,2026-05-03T16:00:00Z,2026-05-04 00:00:00 UTC+8,793205784.0420000553
SOL,SOLUSDT,open_interest_value_usd,2026-05-03T20:00:00Z,2026-05-04 04:00:00 UTC+8,793134932.0975999832
SOL,SOLUSDT,open_interest_value_usd,2026-05-04T00:00:00Z,2026-05-04 08:00:00 UTC+8,785275180.2428222895
SOL,SOLUSDT,open_interest_value_usd,2026-05-04T04:00:00Z,2026-05-04 12:00:00 UTC+8,807624729.4878000021
SOL,SOLUSDT,open_interest_value_usd,2026-05-04T08:00:00Z,2026-05-04 16:00:00 UTC+8,847294174.2017631531
SOL,SOLUSDT,open_interest_value_usd,2026-05-04T12:00:00Z,2026-05-04 20:00:00 UTC+8,817636758.4709392786
SOL,SOLUSDT,open_interest_value_usd,2026-05-04T16:00:00Z,2026-05-05 00:00:00 UTC+8,816407833.4828000069
SOL,SOLUSDT,open_interest_value_usd,2026-05-04T20:00:00Z,2026-05-05 04:00:00 UTC+8,818995564.9084999561
SOL,SOLUSDT,open_interest_value_usd,2026-05-05T00:00:00Z,2026-05-05 08:00:00 UTC+8,813421163.5134999752
SOL,SOLUSDT,open_interest_value_usd,2026-05-05T04:00:00Z,2026-05-05 12:00:00 UTC+8,830261229.0750000477
SOL,SOLUSDT,open_interest_value_usd,2026-05-05T08:00:00Z,2026-05-05 16:00:00 UTC+8,836169266.1285725832
SOL,SOLUSDT,open_interest_value_usd,2026-05-05T12:00:00Z,2026-05-05 20:00:00 UTC+8,835052101.6823999882
SOL,SOLUSDT,open_interest_value_usd,2026-05-05T16:00:00Z,2026-05-06 00:00:00 UTC+8,846286343.5204000473
SOL,SOLUSDT,open_interest_value_usd,2026-05-05T20:00:00Z,2026-05-06 04:00:00 UTC+8,854229642.9983999729
SOL,SOLUSDT,open_interest_value_usd,2026-05-06T00:00:00Z,2026-05-06 08:00:00 UTC+8,859567397.9537398815
SOL,SOLUSDT,open_interest_value_usd,2026-05-06T04:00:00Z,2026-05-06 12:00:00 UTC+8,884938159.6471999884
SOL,SOLUSDT,open_interest_value_usd,2026-05-06T08:00:00Z,2026-05-06 16:00:00 UTC+8,898616260.4490000010
SOL,SOLUSDT,open_interest_value_usd,2026-05-06T12:00:00Z,2026-05-06 20:00:00 UTC+8,935490933.6280000210
SOL,SOLUSDT,open_interest_value_usd,2026-05-06T16:00:00Z,2026-05-07 00:00:00 UTC+8,943439587.7063794136
SOL,SOLUSDT,open_interest_value_usd,2026-05-06T20:00:00Z,2026-05-07 04:00:00 UTC+8,950295006.1181999445
SOL,SOLUSDT,open_interest_value_usd,2026-05-07T00:00:00Z,2026-05-07 08:00:00 UTC+8,958376451.3666000366
SOL,SOLUSDT,open_interest_value_usd,2026-05-07T04:00:00Z,2026-05-07 12:00:00 UTC+8,928124091.6000000238
SOL,SOLUSDT,open_interest_value_usd,2026-05-07T08:00:00Z,2026-05-07 16:00:00 UTC+8,974369017.9346185923
SOL,SOLUSDT,open_interest_value_usd,2026-05-07T12:00:00Z,2026-05-07 20:00:00 UTC+8,964564778.4688601494
SOL,SOLUSDT,open_interest_value_usd,2026-05-07T16:00:00Z,2026-05-08 00:00:00 UTC+8,941391935.8298000097
SOL,SOLUSDT,open_interest_value_usd,2026-05-07T20:00:00Z,2026-05-08 04:00:00 UTC+8,944754232.2385977507
SOL,SOLUSDT,open_interest_value_usd,2026-05-08T00:00:00Z,2026-05-08 08:00:00 UTC+8,936447471.9558000565
SOL,SOLUSDT,open_interest_value_usd,2026-05-08T04:00:00Z,2026-05-08 12:00:00 UTC+8,936754851.2631982565
SOL,SOLUSDT,open_interest_value_usd,2026-05-08T08:00:00Z,2026-05-08 16:00:00 UTC+8,939632544.5219999552
SOL,SOLUSDT,open_interest_value_usd,2026-05-08T12:00:00Z,2026-05-08 20:00:00 UTC+8,954444462.1959999800
SOL,SOLUSDT,open_interest_value_usd,2026-05-08T16:00:00Z,2026-05-09 00:00:00 UTC+8,966875747.8005000353
SOL,SOLUSDT,open_interest_value_usd,2026-05-08T20:00:00Z,2026-05-09 04:00:00 UTC+8,1060169264.3700000048
SOL,SOLUSDT,open_interest_value_usd,2026-05-09T00:00:00Z,2026-05-09 08:00:00 UTC+8,1074276460.8116192818
SOL,SOLUSDT,open_interest_value_usd,2026-05-09T04:00:00Z,2026-05-09 12:00:00 UTC+8,1115917059.0039522648
SOL,SOLUSDT,open_interest_value_usd,2026-05-09T08:00:00Z,2026-05-09 16:00:00 UTC+8,1123996419.9007754326
SOL,SOLUSDT,open_interest_value_usd,2026-05-09T12:00:00Z,2026-05-09 20:00:00 UTC+8,1126805061.2098677158
SOL,SOLUSDT,open_interest_value_usd,2026-05-09T16:00:00Z,2026-05-10 00:00:00 UTC+8,1110062505.2495999336
SOL,SOLUSDT,open_interest_value_usd,2026-05-09T20:00:00Z,2026-05-10 04:00:00 UTC+8,1109451401.4421997070
SOL,SOLUSDT,open_interest_value_usd,2026-05-10T00:00:00Z,2026-05-10 08:00:00 UTC+8,1104145852.2870433331
SOL,SOLUSDT,open_interest_value_usd,2026-05-10T04:00:00Z,2026-05-10 12:00:00 UTC+8,1110447824.5001063347
SOL,SOLUSDT,open_interest_value_usd,2026-05-10T08:00:00Z,2026-05-10 16:00:00 UTC+8,1115884062.1005055904
SOL,SOLUSDT,open_interest_value_usd,2026-05-10T12:00:00Z,2026-05-10 20:00:00 UTC+8,1128819164.4361276627
SOL,SOLUSDT,open_interest_value_usd,2026-05-10T16:00:00Z,2026-05-11 00:00:00 UTC+8,1119884096.2033240795
SOL,SOLUSDT,open_interest_value_usd,2026-05-10T20:00:00Z,2026-05-11 04:00:00 UTC+8,1147942849.7326385975
SOL,SOLUSDT,open_interest_value_usd,2026-05-11T00:00:00Z,2026-05-11 08:00:00 UTC+8,1114987998.5985000134
SOL,SOLUSDT,open_interest_value_usd,2026-05-11T04:00:00Z,2026-05-11 12:00:00 UTC+8,1099139804.9997999668
SOL,SOLUSDT,open_interest_value_usd,2026-05-11T08:00:00Z,2026-05-11 16:00:00 UTC+8,1101610677.1607999802
SOL,SOLUSDT,open_interest_value_usd,2026-05-11T12:00:00Z,2026-05-11 20:00:00 UTC+8,1100456111.5564000607
SOL,SOLUSDT,open_interest_value_usd,2026-05-11T16:00:00Z,2026-05-12 00:00:00 UTC+8,1150108717.2151999474
SOL,SOLUSDT,open_interest_value_usd,2026-05-11T20:00:00Z,2026-05-12 04:00:00 UTC+8,1168997348.7949666977
SOL,SOLUSDT,open_interest_value_usd,2026-05-12T00:00:00Z,2026-05-12 08:00:00 UTC+8,1165217125.6913924217
SOL,SOLUSDT,open_interest_value_usd,2026-05-12T04:00:00Z,2026-05-12 12:00:00 UTC+8,1139507466.2274000645
SOL,SOLUSDT,open_interest_value_usd,2026-05-12T08:00:00Z,2026-05-12 16:00:00 UTC+8,1132623541.1301000118
SOL,SOLUSDT,open_interest_value_usd,2026-05-12T12:00:00Z,2026-05-12 20:00:00 UTC+8,1105156348.7603158951
SOL,SOLUSDT,open_interest_value_usd,2026-05-12T16:00:00Z,2026-05-13 00:00:00 UTC+8,1094580071.1466484070
SOL,SOLUSDT,open_interest_value_usd,2026-05-12T20:00:00Z,2026-05-13 04:00:00 UTC+8,1103793831.6346464157
SOL,SOLUSDT,open_interest_value_usd,2026-05-13T00:00:00Z,2026-05-13 08:00:00 UTC+8,1095091776.3824999332
SOL,SOLUSDT,open_interest_value_usd,2026-05-13T04:00:00Z,2026-05-13 12:00:00 UTC+8,1103702375.4672000408
SOL,SOLUSDT,open_interest_value_usd,2026-05-13T08:00:00Z,2026-05-13 16:00:00 UTC+8,1105423429.4628000259
SOL,SOLUSDT,open_interest_value_usd,2026-05-13T12:00:00Z,2026-05-13 20:00:00 UTC+8,1090847845.8355445862
SOL,SOLUSDT,open_interest_value_usd,2026-05-13T16:00:00Z,2026-05-14 00:00:00 UTC+8,940655487.1907999516
SOL,SOLUSDT,open_interest_value_usd,2026-05-13T20:00:00Z,2026-05-14 04:00:00 UTC+8,961265307.4919999838
SOL,SOLUSDT,open_interest_value_usd,2026-05-14T00:00:00Z,2026-05-14 08:00:00 UTC+8,956883556.4264516830
SOL,SOLUSDT,open_interest_value_usd,2026-05-14T04:00:00Z,2026-05-14 12:00:00 UTC+8,937004313.7056000233
SOL,SOLUSDT,open_interest_value_usd,2026-05-14T08:00:00Z,2026-05-14 16:00:00 UTC+8,944448245.4601999521
SOL,SOLUSDT,open_interest_value_usd,2026-05-14T12:00:00Z,2026-05-14 20:00:00 UTC+8,943392455.2171000242
SOL,SOLUSDT,open_interest_value_usd,2026-05-14T16:00:00Z,2026-05-15 00:00:00 UTC+8,956439047.1875789165
SOL,SOLUSDT,open_interest_value_usd,2026-05-14T20:00:00Z,2026-05-15 04:00:00 UTC+8,944528708.5276000500
SOL,SOLUSDT,open_interest_value_usd,2026-05-15T00:00:00Z,2026-05-15 08:00:00 UTC+8,933393936.4376000166
SOL,SOLUSDT,open_interest_value_usd,2026-05-15T04:00:00Z,2026-05-15 12:00:00 UTC+8,941391552.4625819921
SOL,SOLUSDT,open_interest_value_usd,2026-05-15T08:00:00Z,2026-05-15 16:00:00 UTC+8,948341440.3176000118
SOL,SOLUSDT,open_interest_value_usd,2026-05-15T12:00:00Z,2026-05-15 20:00:00 UTC+8,951468567.1096943617
SOL,SOLUSDT,open_interest_value_usd,2026-05-15T16:00:00Z,2026-05-16 00:00:00 UTC+8,919833362.4800000191
SOL,SOLUSDT,open_interest_value_usd,2026-05-15T20:00:00Z,2026-05-16 04:00:00 UTC+8,920550529.1209079027
SOL,SOLUSDT,open_interest_value_usd,2026-05-16T00:00:00Z,2026-05-16 08:00:00 UTC+8,917474551.2879999876
SOL,SOLUSDT,open_interest_value_usd,2026-05-16T04:00:00Z,2026-05-16 12:00:00 UTC+8,919461819.3091684580
SOL,SOLUSDT,open_interest_value_usd,2026-05-16T08:00:00Z,2026-05-16 16:00:00 UTC+8,902134787.9279663563
SOL,SOLUSDT,open_interest_value_usd,2026-05-16T12:00:00Z,2026-05-16 20:00:00 UTC+8,854039392.7915910482
SOL,SOLUSDT,open_interest_value_usd,2026-05-16T16:00:00Z,2026-05-17 00:00:00 UTC+8,867927761.6584812403
SOL,SOLUSDT,open_interest_value_usd,2026-05-16T20:00:00Z,2026-05-17 04:00:00 UTC+8,868549240.4394999743
SOL,SOLUSDT,open_interest_value_usd,2026-05-17T00:00:00Z,2026-05-17 08:00:00 UTC+8,863417611.6607836485
SOL,SOLUSDT,open_interest_value_usd,2026-05-17T04:00:00Z,2026-05-17 12:00:00 UTC+8,863810405.8037455082
SOL,SOLUSDT,open_interest_value_usd,2026-05-17T08:00:00Z,2026-05-17 16:00:00 UTC+8,865027669.6368000507
SOL,SOLUSDT,open_interest_value_usd,2026-05-17T12:00:00Z,2026-05-17 20:00:00 UTC+8,858074035.8629846573
SOL,SOLUSDT,open_interest_value_usd,2026-05-17T16:00:00Z,2026-05-18 00:00:00 UTC+8,856951133.6513015032
SOL,SOLUSDT,open_interest_value_usd,2026-05-17T20:00:00Z,2026-05-18 04:00:00 UTC+8,853940796.0506938696
SOL,SOLUSDT,open_interest_value_usd,2026-05-18T00:00:00Z,2026-05-18 08:00:00 UTC+8,813183899.9845999479
SOL,SOLUSDT,open_interest_value_usd,2026-05-18T04:00:00Z,2026-05-18 12:00:00 UTC+8,819589475.5039999485
SOL,SOLUSDT,open_interest_value_usd,2026-05-18T08:00:00Z,2026-05-18 16:00:00 UTC+8,826543631.8394999504
SOL,SOLUSDT,open_interest_value_usd,2026-05-18T12:00:00Z,2026-05-18 20:00:00 UTC+8,825398825.2934999466
SOL,SOLUSDT,open_interest_value_usd,2026-05-18T16:00:00Z,2026-05-19 00:00:00 UTC+8,824198676.9022915363
SOL,SOLUSDT,open_interest_value_usd,2026-05-18T20:00:00Z,2026-05-19 04:00:00 UTC+8,823942574.2917548418
SOL,SOLUSDT,open_interest_value_usd,2026-05-19T00:00:00Z,2026-05-19 08:00:00 UTC+8,821926105.4665000439
SOL,SOLUSDT,open_interest_value_usd,2026-05-19T04:00:00Z,2026-05-19 12:00:00 UTC+8,817800659.7088289261
SOL,SOLUSDT,open_interest_value_usd,2026-05-19T08:00:00Z,2026-05-19 16:00:00 UTC+8,819705415.0848000050
SOL,SOLUSDT,open_interest_value_usd,2026-05-19T12:00:00Z,2026-05-19 20:00:00 UTC+8,815393310.8759270906
SOL,SOLUSDT,open_interest_value_usd,2026-05-19T16:00:00Z,2026-05-20 00:00:00 UTC+8,817603200.2048000097
SOL,SOLUSDT,open_interest_value_usd,2026-05-19T20:00:00Z,2026-05-20 04:00:00 UTC+8,814477331.3784729242
SOL,SOLUSDT,open_interest_value_usd,2026-05-20T00:00:00Z,2026-05-20 08:00:00 UTC+8,812082010.9850000143
SOL,SOLUSDT,open_interest_value_usd,2026-05-20T04:00:00Z,2026-05-20 12:00:00 UTC+8,815795619.2848000526
SOL,SOLUSDT,open_interest_value_usd,2026-05-20T08:00:00Z,2026-05-20 16:00:00 UTC+8,821430584.7005199194
SOL,SOLUSDT,open_interest_value_usd,2026-05-20T12:00:00Z,2026-05-20 20:00:00 UTC+8,821924861.5779598951
SOL,SOLUSDT,open_interest_value_usd,2026-05-20T16:00:00Z,2026-05-21 00:00:00 UTC+8,881286279.4155000448
SOL,SOLUSDT,open_interest_value_usd,2026-05-20T20:00:00Z,2026-05-21 04:00:00 UTC+8,876976819.2853223085
SOL,SOLUSDT,open_interest_value_usd,2026-05-21T00:00:00Z,2026-05-21 08:00:00 UTC+8,876429645.9579999447
SOL,SOLUSDT,open_interest_value_usd,2026-05-21T04:00:00Z,2026-05-21 12:00:00 UTC+8,883213069.7565000057
SOL,SOLUSDT,open_interest_value_usd,2026-05-21T08:00:00Z,2026-05-21 16:00:00 UTC+8,884466551.6028052568
SOL,SOLUSDT,open_interest_value_usd,2026-05-21T12:00:00Z,2026-05-21 20:00:00 UTC+8,877129757.8497999907
SOL,SOLUSDT,open_interest_value_usd,2026-05-21T16:00:00Z,2026-05-22 00:00:00 UTC+8,879822319.6967999935
SOL,SOLUSDT,open_interest_value_usd,2026-05-21T20:00:00Z,2026-05-22 04:00:00 UTC+8,907103776.4711999893
SOL,SOLUSDT,open_interest_value_usd,2026-05-22T00:00:00Z,2026-05-22 08:00:00 UTC+8,899994493.0263999701
SOL,SOLUSDT,open_interest_value_usd,2026-05-22T04:00:00Z,2026-05-22 12:00:00 UTC+8,891981296.2882000208
SOL,SOLUSDT,open_interest_value_usd,2026-05-22T08:00:00Z,2026-05-22 16:00:00 UTC+8,893580455.7106817961
SOL,SOLUSDT,open_interest_value_usd,2026-05-22T12:00:00Z,2026-05-22 20:00:00 UTC+8,893952422.5093992949
SOL,SOLUSDT,open_interest_value_usd,2026-05-22T16:00:00Z,2026-05-23 00:00:00 UTC+8,903808285.4154142141
SOL,SOLUSDT,open_interest_value_usd,2026-05-22T20:00:00Z,2026-05-23 04:00:00 UTC+8,864269737.9595999718
SOL,SOLUSDT,open_interest_value_usd,2026-05-23T00:00:00Z,2026-05-23 08:00:00 UTC+8,861503292.4904999733
SOL,SOLUSDT,open_interest_value_usd,2026-05-23T04:00:00Z,2026-05-23 12:00:00 UTC+8,858860152.3328000307
SOL,SOLUSDT,open_interest_value_usd,2026-05-23T08:00:00Z,2026-05-23 16:00:00 UTC+8,825142998.5764000416
SOL,SOLUSDT,open_interest_value_usd,2026-05-23T12:00:00Z,2026-05-23 20:00:00 UTC+8,834476151.6957265139
SOL,SOLUSDT,open_interest_value_usd,2026-05-23T16:00:00Z,2026-05-24 00:00:00 UTC+8,853040636.4385938644
SOL,SOLUSDT,open_interest_value_usd,2026-05-23T20:00:00Z,2026-05-24 04:00:00 UTC+8,853317542.5930018425
SOL,SOLUSDT,open_interest_value_usd,2026-05-24T00:00:00Z,2026-05-24 08:00:00 UTC+8,861167890.9500000477
SOL,SOLUSDT,open_interest_value_usd,2026-05-24T04:00:00Z,2026-05-24 12:00:00 UTC+8,857009536.8120000362
SOL,SOLUSDT,open_interest_value_usd,2026-05-24T08:00:00Z,2026-05-24 16:00:00 UTC+8,833754332.8526999950
SOL,SOLUSDT,open_interest_value_usd,2026-05-24T12:00:00Z,2026-05-24 20:00:00 UTC+8,833602874.8877999783
SOL,SOLUSDT,open_interest_value_usd,2026-05-24T16:00:00Z,2026-05-25 00:00:00 UTC+8,817255142.0217533112
