observed_at_utc,observed_at_china,entity,asset_symbol,window_hours,inflow_usd,outflow_usd,net_usd,gross_usd,tx_count
2026-05-25T04:00:00Z,2026-05-25 12:00:00 UTC+8,Binance,UNI,4.0,8114839.45,0.00,8114839.45,8114839.45,1
2026-05-26T20:00:00Z,2026-05-27 04:00:00 UTC+8,Binance,WLD,4.0,0.00,11006123.84,-11006123.84,11006123.84,1
2026-05-27T04:00:00Z,2026-05-27 12:00:00 UTC+8,Binance,TUSD,4.0,266207.55,0.00,266207.55,266207.55,1
2026-05-27T04:00:00Z,2026-05-27 12:00:00 UTC+8,Bitfinex,SHIB,4.0,4.73,0.00,4.73,4.73,1
2026-05-28T00:00:00Z,2026-05-28 08:00:00 UTC+8,Binance,USDT,4.0,503584464.42,0.00,503584464.42,503584464.42,1
2026-05-28T03:39:56Z,2026-05-28 11:39:56 UTC+8,Binance,LINK,4.0,13631.70,89.35,13542.35,13721.05,2
2026-05-28T03:39:56Z,2026-05-28 11:39:56 UTC+8,Binance,ONDO,4.0,18630.70,0.00,18630.70,18630.70,1
2026-05-28T03:39:56Z,2026-05-28 11:39:56 UTC+8,Binance,UNI,4.0,0.00,130821.03,-130821.03,130821.03,2
2026-05-28T03:39:56Z,2026-05-28 11:39:56 UTC+8,Binance,USDT,4.0,799999.79,121968.55,678031.24,921968.34,14
2026-05-28T03:39:56Z,2026-05-28 11:39:56 UTC+8,Binance,WLD,4.0,0.00,20.48,-20.48,20.48,1
2026-05-28T04:34:21Z,2026-05-28 12:34:21 UTC+8,Binance,AAVE,4.0,14208.48,44383.35,-30174.87,58591.83,3
2026-05-28T04:34:21Z,2026-05-28 12:34:21 UTC+8,Binance,LDO,4.0,6242.30,0.00,6242.30,6242.30,1
2026-05-28T04:34:21Z,2026-05-28 12:34:21 UTC+8,Binance,LINK,4.0,12902.50,89791.34,-76888.85,102693.84,5
2026-05-28T04:34:21Z,2026-05-28 12:34:21 UTC+8,Binance,ONDO,4.0,121865.89,206058.25,-84192.37,327924.14,11
2026-05-28T04:34:21Z,2026-05-28 12:34:21 UTC+8,Binance,TUSD,4.0,266207.55,0.00,266207.55,266207.55,1
2026-05-28T04:34:21Z,2026-05-28 12:34:21 UTC+8,Binance,UNI,4.0,0.00,14798.44,-14798.44,14798.44,2
2026-05-28T04:34:21Z,2026-05-28 12:34:21 UTC+8,Binance,USDT,4.0,505096283.58,2192963.11,502903320.47,507289246.69,101
2026-05-28T04:34:21Z,2026-05-28 12:34:21 UTC+8,Binance,WBTC,4.0,0.00,219258.90,-219258.90,219258.90,1
2026-05-28T04:34:21Z,2026-05-28 12:34:21 UTC+8,Binance,WLD,4.0,1367973.77,13360.10,1354613.67,1381333.86,2
2026-05-28T04:34:21Z,2026-05-28 12:34:21 UTC+8,Bitfinex,SHIB,4.0,4.72,0.00,4.72,4.72,1
2026-05-28T04:39:18Z,2026-05-28 12:39:18 UTC+8,Binance,AAVE,4.0,0.00,2573.78,-2573.78,2573.78,1
2026-05-28T04:39:18Z,2026-05-28 12:39:18 UTC+8,Binance,LDO,4.0,13147.52,0.00,13147.52,13147.52,2
2026-05-28T04:39:18Z,2026-05-28 12:39:18 UTC+8,Binance,LINK,4.0,170511.60,92245.33,78266.27,262756.93,3
2026-05-28T04:39:18Z,2026-05-28 12:39:18 UTC+8,Binance,ONDO,4.0,121661.47,182233.10,-60571.63,303894.57,12
2026-05-28T04:39:18Z,2026-05-28 12:39:18 UTC+8,Binance,SHIB,4.0,80674.51,2.42,80672.09,80676.92,2
2026-05-28T04:39:18Z,2026-05-28 12:39:18 UTC+8,Binance,TUSD,4.0,266207.55,0.00,266207.55,266207.55,1
2026-05-28T04:39:18Z,2026-05-28 12:39:18 UTC+8,Binance,UNI,4.0,0.00,17400.67,-17400.67,17400.67,2
2026-05-28T04:39:18Z,2026-05-28 12:39:18 UTC+8,Binance,USDT,4.0,504661919.40,2902918.25,501759001.15,507564837.64,72
2026-05-28T04:39:18Z,2026-05-28 12:39:18 UTC+8,Binance,WBTC,4.0,0.00,219268.26,-219268.26,219268.26,1
2026-05-28T04:39:18Z,2026-05-28 12:39:18 UTC+8,Binance,WLD,4.0,12935.01,13426.53,-491.51,26361.54,2
2026-05-28T04:39:18Z,2026-05-28 12:39:18 UTC+8,Bitfinex,SHIB,4.0,4.73,0.00,4.73,4.73,1
2026-05-28T04:48:56Z,2026-05-28 12:48:56 UTC+8,Binance,AAVE,4.0,28019.08,11395.50,16623.58,39414.58,2
2026-05-28T04:48:56Z,2026-05-28 12:48:56 UTC+8,Binance,LDO,4.0,0.00,1226.70,-1226.70,1226.70,1
2026-05-28T04:48:56Z,2026-05-28 12:48:56 UTC+8,Binance,LINK,4.0,0.00,18483.22,-18483.22,18483.22,1
2026-05-28T04:48:56Z,2026-05-28 12:48:56 UTC+8,Binance,ONDO,4.0,0.00,22096.37,-22096.37,22096.37,7
2026-05-28T04:48:56Z,2026-05-28 12:48:56 UTC+8,Binance,SHIB,4.0,15104.07,2.42,15101.65,15106.49,2
2026-05-28T04:48:56Z,2026-05-28 12:48:56 UTC+8,Binance,TUSD,4.0,266207.55,0.00,266207.55,266207.55,1
2026-05-28T04:48:56Z,2026-05-28 12:48:56 UTC+8,Binance,UNI,4.0,47.55,84174.76,-84127.21,84222.31,3
2026-05-28T04:48:56Z,2026-05-28 12:48:56 UTC+8,Binance,USDT,4.0,545878892.45,3177799.14,542701093.31,549056691.59,90
2026-05-28T04:48:56Z,2026-05-28 12:48:56 UTC+8,Binance,WETH,4.0,3960.02,0.00,3960.02,3960.02,1
2026-05-28T04:48:56Z,2026-05-28 12:48:56 UTC+8,Binance,WLD,4.0,0.00,13509.56,-13509.56,13509.56,1
2026-05-28T04:48:56Z,2026-05-28 12:48:56 UTC+8,Bitfinex,SHIB,4.0,4.72,0.00,4.72,4.72,1
2026-05-28T12:00:00Z,2026-05-28 20:00:00 UTC+8,Binance,FDUSD,4.0,8786046.95,18489228.86,-9703181.91,27275275.81,2
2026-05-28T12:00:00Z,2026-05-28 20:00:00 UTC+8,Binance,USDT,4.0,0.00,500000000.00,-500000000.00,500000000.00,1
2026-05-28T16:00:00Z,2026-05-29 00:00:00 UTC+8,Binance,UNI,4.0,0.00,15868606.79,-15868606.79,15868606.79,1
2026-05-30T16:00:00Z,2026-05-31 00:00:00 UTC+8,Binance,UNI,4.0,923864.44,0.00,923864.44,923864.44,1
2026-05-30T20:00:00Z,2026-05-31 04:00:00 UTC+8,Binance,UNI,4.0,9110314.38,0.00,9110314.38,9110314.38,1
2026-05-31T20:00:00Z,2026-06-01 04:00:00 UTC+8,Binance,AAVE,4.0,0.00,6180.77,-6180.77,6180.77,1
2026-05-31T20:00:00Z,2026-06-01 04:00:00 UTC+8,Binance,FDUSD,4.0,2256862.28,0.00,2256862.28,2256862.28,2
2026-05-31T20:00:00Z,2026-06-01 04:00:00 UTC+8,Binance,LDO,4.0,0.00,62991.03,-62991.03,62991.03,1
2026-05-31T20:00:00Z,2026-06-01 04:00:00 UTC+8,Binance,LINK,4.0,0.00,328289.27,-328289.27,328289.27,1
2026-05-31T20:00:00Z,2026-06-01 04:00:00 UTC+8,Binance,ONDO,4.0,0.00,119.03,-119.03,119.03,1
2026-05-31T20:00:00Z,2026-06-01 04:00:00 UTC+8,Binance,UNI,4.0,0.00,123.88,-123.88,123.88,1
2026-05-31T20:00:00Z,2026-06-01 04:00:00 UTC+8,Binance,USDT,4.0,0.00,6271.65,-6271.65,6271.65,23
2026-05-31T20:00:00Z,2026-06-01 04:00:00 UTC+8,Binance,WLD,4.0,0.00,18356.89,-18356.89,18356.89,1
2026-06-01T00:00:00Z,2026-06-01 08:00:00 UTC+8,Binance,AAVE,4.0,0.00,1837.94,-1837.94,1837.94,1
2026-06-01T00:00:00Z,2026-06-01 08:00:00 UTC+8,Binance,BNB,4.0,2682.32,0.00,2682.32,2682.32,1
2026-06-01T00:00:00Z,2026-06-01 08:00:00 UTC+8,Binance,BUSD,4.0,89.50,0.00,89.50,89.50,1
2026-06-01T00:00:00Z,2026-06-01 08:00:00 UTC+8,Binance,FDUSD,4.0,0.00,10000000.00,-10000000.00,10000000.00,1
2026-06-01T00:00:00Z,2026-06-01 08:00:00 UTC+8,Binance,LDO,4.0,0.00,530.14,-530.14,530.14,1
2026-06-01T00:00:00Z,2026-06-01 08:00:00 UTC+8,Binance,LINK,4.0,0.00,60401.69,-60401.69,60401.69,1
2026-06-01T00:00:00Z,2026-06-01 08:00:00 UTC+8,Binance,ONDO,4.0,0.00,3122.93,-3122.93,3122.93,1
2026-06-01T00:00:00Z,2026-06-01 08:00:00 UTC+8,Binance,SHIB,4.0,0.00,17.50,-17.50,17.50,1
2026-06-01T00:00:00Z,2026-06-01 08:00:00 UTC+8,Binance,UNI,4.0,0.00,1789.16,-1789.16,1789.16,1
2026-06-01T00:00:00Z,2026-06-01 08:00:00 UTC+8,Binance,USDP,4.0,1009.12,0.00,1009.12,1009.12,1
2026-06-01T00:00:00Z,2026-06-01 08:00:00 UTC+8,Binance,USDT,4.0,0.00,203032.56,-203032.56,203032.56,25
2026-06-01T00:00:00Z,2026-06-01 08:00:00 UTC+8,Binance,WBTC,4.0,0.00,14598.60,-14598.60,14598.60,1
2026-06-01T00:00:00Z,2026-06-01 08:00:00 UTC+8,Binance,WETH,4.0,12000.30,0.00,12000.30,12000.30,1
2026-06-01T00:00:00Z,2026-06-01 08:00:00 UTC+8,Binance,WLD,4.0,0.00,4.73,-4.73,4.73,1
2026-06-01T03:06:05Z,2026-06-01 11:06:05 UTC+8,Binance,AAVE,4.0,1379.59,0.00,1379.59,1379.59,1
2026-06-01T03:06:05Z,2026-06-01 11:06:05 UTC+8,Binance,FDUSD,4.0,2256862.28,0.00,2256862.28,2256862.28,2
2026-06-01T03:06:05Z,2026-06-01 11:06:05 UTC+8,Binance,LDO,4.0,0.00,540.95,-540.95,540.95,1
2026-06-01T03:06:05Z,2026-06-01 11:06:05 UTC+8,Binance,LINK,4.0,0.00,35212.29,-35212.29,35212.29,2
2026-06-01T03:06:05Z,2026-06-01 11:06:05 UTC+8,Binance,ONDO,4.0,6222.06,12034.62,-5812.55,18256.68,3
2026-06-01T03:06:05Z,2026-06-01 11:06:05 UTC+8,Binance,SHIB,4.0,0.00,2989.62,-2989.62,2989.62,1
2026-06-01T03:06:05Z,2026-06-01 11:06:05 UTC+8,Binance,USDT,4.0,770357.49,559049.19,211308.30,1329406.68,119
2026-06-01T03:06:05Z,2026-06-01 11:06:05 UTC+8,Binance,WLD,4.0,9033.94,9265.48,-231.55,18299.42,2
2026-06-01T03:44:01Z,2026-06-01 11:44:01 UTC+8,Binance,BNB,4.0,2707.06,0.00,2707.06,2707.06,1
2026-06-01T03:44:01Z,2026-06-01 11:44:01 UTC+8,Binance,FDUSD,4.0,2256862.28,0.00,2256862.28,2256862.28,2
2026-06-01T03:44:01Z,2026-06-01 11:44:01 UTC+8,Binance,LINK,4.0,0.00,18147.82,-18147.82,18147.82,3
2026-06-01T03:44:01Z,2026-06-01 11:44:01 UTC+8,Binance,ONDO,4.0,3786.78,4158.50,-371.72,7945.28,4
2026-06-01T03:44:01Z,2026-06-01 11:44:01 UTC+8,Binance,SHIB,4.0,0.00,37.27,-37.27,37.27,3
2026-06-01T03:44:01Z,2026-06-01 11:44:01 UTC+8,Binance,USDT,4.0,5152445.16,89849.76,5062595.40,5242294.92,98
2026-06-01T03:44:01Z,2026-06-01 11:44:01 UTC+8,Binance,WLD,4.0,1041891.20,21505.86,1020385.34,1063397.06,8
2026-06-01T03:48:47Z,2026-06-01 11:48:47 UTC+8,Binance,FDUSD,4.0,2256862.28,0.00,2256862.28,2256862.28,2
2026-06-01T03:48:47Z,2026-06-01 11:48:47 UTC+8,Binance,LINK,4.0,0.00,18167.58,-18167.58,18167.58,3
2026-06-01T03:48:47Z,2026-06-01 11:48:47 UTC+8,Binance,ONDO,4.0,3792.91,4166.37,-373.45,7959.28,4
2026-06-01T03:48:47Z,2026-06-01 11:48:47 UTC+8,Binance,SHIB,4.0,0.00,37.36,-37.36,37.36,3
2026-06-01T03:48:47Z,2026-06-01 11:48:47 UTC+8,Binance,USDT,4.0,5146371.16,92520.36,5053850.80,5238891.51,98
2026-06-01T03:48:47Z,2026-06-01 11:48:47 UTC+8,Binance,WLD,4.0,1054026.42,22859.49,1031166.94,1076885.91,9
2026-06-01T04:00:00Z,2026-06-01 12:00:00 UTC+8,Binance,AAVE,4.0,0.00,6237.87,-6237.87,6237.87,1
2026-06-01T04:00:00Z,2026-06-01 12:00:00 UTC+8,Binance,FDUSD,4.0,16510.43,0.00,16510.43,16510.43,1
2026-06-01T04:00:00Z,2026-06-01 12:00:00 UTC+8,Binance,LDO,4.0,0.00,26869.73,-26869.73,26869.73,1
2026-06-01T04:00:00Z,2026-06-01 12:00:00 UTC+8,Binance,LINK,4.0,0.00,3392.48,-3392.48,3392.48,1
2026-06-01T04:00:00Z,2026-06-01 12:00:00 UTC+8,Binance,ONDO,4.0,0.00,7531.63,-7531.63,7531.63,1
2026-06-01T04:00:00Z,2026-06-01 12:00:00 UTC+8,Binance,SHIB,4.0,0.00,1637.60,-1637.60,1637.60,1
2026-06-01T04:00:00Z,2026-06-01 12:00:00 UTC+8,Binance,UNI,4.0,0.00,1427.23,-1427.23,1427.23,1
2026-06-01T04:00:00Z,2026-06-01 12:00:00 UTC+8,Binance,USDT,4.0,10.11,0.00,10.11,10.11,1
2026-06-01T04:00:00Z,2026-06-01 12:00:00 UTC+8,Binance,WBTC,4.0,0.00,252.26,-252.26,252.26,1
2026-06-01T04:00:00Z,2026-06-01 12:00:00 UTC+8,Binance,WLD,4.0,0.00,15806.52,-15806.52,15806.52,1
2026-06-01T04:04:07Z,2026-06-01 12:04:07 UTC+8,Binance,AAVE,4.0,32273.98,0.00,32273.98,32273.98,2
2026-06-01T04:04:07Z,2026-06-01 12:04:07 UTC+8,Binance,FDUSD,4.0,2256862.28,0.00,2256862.28,2256862.28,2
2026-06-01T04:04:07Z,2026-06-01 12:04:07 UTC+8,Binance,LINK,4.0,212751.29,403929.24,-191177.95,616680.53,5
2026-06-01T04:04:07Z,2026-06-01 12:04:07 UTC+8,Binance,ONDO,4.0,162.62,3275.60,-3112.97,3438.22,2
2026-06-01T04:04:07Z,2026-06-01 12:04:07 UTC+8,Binance,SHIB,4.0,0.00,19.44,-19.44,19.44,2
2026-06-01T04:04:07Z,2026-06-01 12:04:07 UTC+8,Binance,UNI,4.0,0.00,1833.95,-1833.95,1833.95,1
2026-06-01T04:04:07Z,2026-06-01 12:04:07 UTC+8,Binance,USDT,4.0,679492.78,787291.78,-107799.00,1466784.56,106
2026-06-01T04:04:07Z,2026-06-01 12:04:07 UTC+8,Binance,WBTC,4.0,136.24,0.00,136.24,136.24,1
2026-06-01T04:04:07Z,2026-06-01 12:04:07 UTC+8,Binance,WLD,4.0,0.00,74496.64,-74496.64,74496.64,4
2026-06-01T04:13:34Z,2026-06-01 12:13:34 UTC+8,Binance,AAVE,4.0,0.00,1246.56,-1246.56,1246.56,1
2026-06-01T04:13:34Z,2026-06-01 12:13:34 UTC+8,Binance,FDUSD,4.0,2256862.28,0.00,2256862.28,2256862.28,2
2026-06-01T04:13:34Z,2026-06-01 12:13:34 UTC+8,Binance,LINK,4.0,211742.74,61566.88,150175.85,273309.62,2
2026-06-01T04:13:34Z,2026-06-01 12:13:34 UTC+8,Binance,SHIB,4.0,2942.33,0.00,2942.33,2942.33,1
2026-06-01T04:13:34Z,2026-06-01 12:13:34 UTC+8,Binance,UNI,4.0,0.00,1821.84,-1821.84,1821.84,1
2026-06-01T04:13:34Z,2026-06-01 12:13:34 UTC+8,Binance,USDT,4.0,171610.69,856307.19,-684696.50,1027917.88,96
2026-06-01T04:13:34Z,2026-06-01 12:13:34 UTC+8,Binance,WBTC,4.0,0.00,18401.68,-18401.68,18401.68,1
2026-06-01T04:13:34Z,2026-06-01 12:13:34 UTC+8,Binance,WLD,4.0,5090.84,4.91,5085.93,5095.75,3
2026-06-01T04:19:37Z,2026-06-01 12:19:37 UTC+8,Binance,AAVE,4.0,0.00,1244.74,-1244.74,1244.74,1
2026-06-01T04:19:37Z,2026-06-01 12:19:37 UTC+8,Binance,FDUSD,4.0,2256862.28,0.00,2256862.28,2256862.28,2
2026-06-01T04:19:37Z,2026-06-01 12:19:37 UTC+8,Binance,LINK,4.0,4307.94,76262.89,-71954.95,80570.84,3
2026-06-01T04:19:37Z,2026-06-01 12:19:37 UTC+8,Binance,ONDO,4.0,27320.03,23671.17,3648.86,50991.20,5
2026-06-01T04:19:37Z,2026-06-01 12:19:37 UTC+8,Binance,SHIB,4.0,2937.00,0.00,2937.00,2937.00,1
2026-06-01T04:19:37Z,2026-06-01 12:19:37 UTC+8,Binance,UNI,4.0,0.00,7829.83,-7829.83,7829.83,2
2026-06-01T04:19:37Z,2026-06-01 12:19:37 UTC+8,Binance,USDT,4.0,883384.62,518632.93,364751.69,1402017.54,88
2026-06-01T04:19:37Z,2026-06-01 12:19:37 UTC+8,Binance,WLD,4.0,6849.21,16992.12,-10142.92,23841.33,5
2026-06-01T04:29:15Z,2026-06-01 12:29:15 UTC+8,Binance,AAVE,4.0,0.00,1242.63,-1242.63,1242.63,1
2026-06-01T04:29:15Z,2026-06-01 12:29:15 UTC+8,Binance,FDUSD,4.0,2256862.28,0.00,2256862.28,2256862.28,2
2026-06-01T04:29:15Z,2026-06-01 12:29:15 UTC+8,Binance,LINK,4.0,0.00,15150.14,-15150.14,15150.14,2
2026-06-01T04:29:15Z,2026-06-01 12:29:15 UTC+8,Binance,ONDO,4.0,6418.02,12650.42,-6232.39,19068.44,2
2026-06-01T04:29:15Z,2026-06-01 12:29:15 UTC+8,Binance,UNI,4.0,9236.98,0.00,9236.98,9236.98,2
2026-06-01T04:29:15Z,2026-06-01 12:29:15 UTC+8,Binance,USDT,4.0,646542.79,499337.88,147204.92,1145880.67,98
2026-06-01T04:29:15Z,2026-06-01 12:29:15 UTC+8,Binance,WLD,4.0,103330.24,37746.20,65584.03,141076.44,6
2026-06-01T04:39:38Z,2026-06-01 12:39:38 UTC+8,Binance,AAVE,4.0,14888.78,98652.00,-83763.22,113540.78,3
2026-06-01T04:39:38Z,2026-06-01 12:39:38 UTC+8,Binance,FDUSD,4.0,2256862.28,0.00,2256862.28,2256862.28,2
2026-06-01T04:39:38Z,2026-06-01 12:39:38 UTC+8,Binance,LINK,4.0,2278.75,14757.40,-12478.65,17036.15,2
2026-06-01T04:39:38Z,2026-06-01 12:39:38 UTC+8,Binance,ONDO,4.0,93400.46,13926.71,79473.74,107327.17,7
2026-06-01T04:39:38Z,2026-06-01 12:39:38 UTC+8,Binance,SHIB,4.0,66.15,2221.59,-2155.44,2287.74,3
2026-06-01T04:39:38Z,2026-06-01 12:39:38 UTC+8,Binance,USDT,4.0,341540.02,594506.39,-252966.37,936046.41,103
2026-06-01T04:39:38Z,2026-06-01 12:39:38 UTC+8,Binance,WLD,4.0,0.00,17738.19,-17738.19,17738.19,2
2026-06-01T04:49:33Z,2026-06-01 12:49:33 UTC+8,Binance,AAVE,4.0,0.00,98244.00,-98244.00,98244.00,1
2026-06-01T04:49:33Z,2026-06-01 12:49:33 UTC+8,Binance,FDUSD,4.0,2256862.28,0.00,2256862.28,2256862.28,2
2026-06-01T04:49:33Z,2026-06-01 12:49:33 UTC+8,Binance,LDO,4.0,0.00,2788.32,-2788.32,2788.32,1
2026-06-01T04:49:33Z,2026-06-01 12:49:33 UTC+8,Binance,ONDO,4.0,19091.17,3484.36,15606.81,22575.53,5
2026-06-01T04:49:33Z,2026-06-01 12:49:33 UTC+8,Binance,SHIB,4.0,0.00,2215.95,-2215.95,2215.95,1
2026-06-01T04:49:33Z,2026-06-01 12:49:33 UTC+8,Binance,USDT,4.0,735680.85,31110542.42,-30374861.57,31846223.27,99
2026-06-01T04:49:33Z,2026-06-01 12:49:33 UTC+8,Binance,WLD,4.0,4503.48,31644.02,-27140.54,36147.50,6
2026-06-01T04:56:49Z,2026-06-01 12:56:49 UTC+8,Binance,AAVE,4.0,83337.54,0.00,83337.54,83337.54,1
2026-06-01T04:56:49Z,2026-06-01 12:56:49 UTC+8,Binance,FDUSD,4.0,2256862.28,0.00,2256862.28,2256862.28,2
2026-06-01T04:56:49Z,2026-06-01 12:56:49 UTC+8,Binance,LDO,4.0,0.00,2806.30,-2806.30,2806.30,1
2026-06-01T04:56:49Z,2026-06-01 12:56:49 UTC+8,Binance,LINK,4.0,4825.54,29346.86,-24521.32,34172.40,3
2026-06-01T04:56:49Z,2026-06-01 12:56:49 UTC+8,Binance,ONDO,4.0,8390.67,3503.51,4887.16,11894.18,4
2026-06-01T04:56:49Z,2026-06-01 12:56:49 UTC+8,Binance,UNI,4.0,0.00,1.23,-1.23,1.23,1
2026-06-01T04:56:49Z,2026-06-01 12:56:49 UTC+8,Binance,USDT,4.0,3614122.25,1476951.36,2137170.89,5091073.61,99
2026-06-01T04:56:49Z,2026-06-01 12:56:49 UTC+8,Binance,WLD,4.0,17913.29,105511.81,-87598.52,123425.10,11
2026-06-01T05:03:45Z,2026-06-01 13:03:45 UTC+8,Binance,FDUSD,4.0,2256862.28,0.00,2256862.28,2256862.28,2
2026-06-01T05:03:45Z,2026-06-01 13:03:45 UTC+8,Binance,LDO,4.0,27257.24,2799.45,24457.79,30056.70,2
2026-06-01T05:03:45Z,2026-06-01 13:03:45 UTC+8,Binance,LINK,4.0,28953.27,837.51,28115.77,29790.78,5
2026-06-01T05:03:45Z,2026-06-01 13:03:45 UTC+8,Binance,ONDO,4.0,0.00,2217.81,-2217.81,2217.81,1
2026-06-01T05:03:45Z,2026-06-01 13:03:45 UTC+8,Binance,UNI,4.0,0.00,3.30,-3.30,3.30,2
2026-06-01T05:03:45Z,2026-06-01 13:03:45 UTC+8,Binance,USDT,4.0,1489834.24,1244054.91,245779.33,2733889.15,104
2026-06-01T05:03:45Z,2026-06-01 13:03:45 UTC+8,Binance,WLD,4.0,23835.29,95510.36,-71675.07,119345.65,10
2026-06-01T05:07:36Z,2026-06-01 13:07:36 UTC+8,Binance,FDUSD,4.0,2256862.28,0.00,2256862.28,2256862.28,2
2026-06-01T05:07:36Z,2026-06-01 13:07:36 UTC+8,Binance,LDO,4.0,27240.58,2799.45,24441.12,30040.03,2
2026-06-01T05:07:36Z,2026-06-01 13:07:36 UTC+8,Binance,LINK,4.0,28960.71,837.78,28122.93,29798.49,5
2026-06-01T05:07:36Z,2026-06-01 13:07:36 UTC+8,Binance,ONDO,4.0,0.00,2217.81,-2217.81,2217.81,1
2026-06-01T05:07:36Z,2026-06-01 13:07:36 UTC+8,Binance,UNI,4.0,0.00,1.23,-1.23,1.23,1
2026-06-01T05:07:36Z,2026-06-01 13:07:36 UTC+8,Binance,USDT,4.0,1490676.65,978398.58,512278.07,2469075.23,107
2026-06-01T05:07:36Z,2026-06-01 13:07:36 UTC+8,Binance,WLD,4.0,9170.52,95472.27,-86301.75,104642.79,9
2026-06-01T05:17:52Z,2026-06-01 13:17:52 UTC+8,Binance,FDUSD,4.0,2256862.28,0.00,2256862.28,2256862.28,2
2026-06-01T05:17:52Z,2026-06-01 13:17:52 UTC+8,Binance,LINK,4.0,0.00,1028.76,-1028.76,1028.76,3
2026-06-01T05:17:52Z,2026-06-01 13:17:52 UTC+8,Binance,ONDO,4.0,1482.98,0.00,1482.98,1482.98,1
2026-06-01T05:17:52Z,2026-06-01 13:17:52 UTC+8,Binance,SHIB,4.0,2133.20,17.83,2115.37,2151.02,2
2026-06-01T05:17:52Z,2026-06-01 13:17:52 UTC+8,Binance,UNI,4.0,0.00,1.23,-1.23,1.23,1
2026-06-01T05:17:52Z,2026-06-01 13:17:52 UTC+8,Binance,USDT,4.0,20411059.21,496794.04,19914265.18,20907853.25,123
2026-06-01T05:17:52Z,2026-06-01 13:17:52 UTC+8,Binance,WLD,4.0,8982.71,79885.95,-70903.25,88868.66,5
2026-06-01T05:28:01Z,2026-06-01 13:28:01 UTC+8,Binance,AAVE,4.0,76903.90,0.00,76903.90,76903.90,1
2026-06-01T05:28:01Z,2026-06-01 13:28:01 UTC+8,Binance,FDUSD,4.0,2256862.28,0.00,2256862.28,2256862.28,2
2026-06-01T05:28:01Z,2026-06-01 13:28:01 UTC+8,Binance,LINK,4.0,0.00,62709.40,-62709.40,62709.40,2
2026-06-01T05:28:01Z,2026-06-01 13:28:01 UTC+8,Binance,SHIB,4.0,0.00,29.58,-29.58,29.58,2
2026-06-01T05:28:01Z,2026-06-01 13:28:01 UTC+8,Binance,USDT,4.0,2251330.46,2175831.16,75499.30,4427161.62,122
2026-06-01T05:28:01Z,2026-06-01 13:28:01 UTC+8,Binance,WLD,4.0,18320.38,48429.34,-30108.96,66749.71,6
2026-06-01T05:46:57Z,2026-06-01 13:46:57 UTC+8,Binance,FDUSD,4.0,2256862.28,0.00,2256862.28,2256862.28,2
2026-06-01T05:46:57Z,2026-06-01 13:46:57 UTC+8,Binance,LINK,4.0,0.00,62887.12,-62887.12,62887.12,2
2026-06-01T05:46:57Z,2026-06-01 13:46:57 UTC+8,Binance,ONDO,4.0,0.00,1642.85,-1642.85,1642.85,1
2026-06-01T05:46:57Z,2026-06-01 13:46:57 UTC+8,Binance,SHIB,4.0,0.00,17.83,-17.83,17.83,1
2026-06-01T05:46:57Z,2026-06-01 13:46:57 UTC+8,Binance,USDT,4.0,85723.31,9936880.94,-9851157.63,10022604.25,114
2026-06-01T05:46:57Z,2026-06-01 13:46:57 UTC+8,Binance,WBTC,4.0,0.00,50.85,-50.85,50.85,1
2026-06-01T05:46:57Z,2026-06-01 13:46:57 UTC+8,Binance,WLD,4.0,0.00,23023.75,-23023.75,23023.75,3
2026-06-01T05:55:45Z,2026-06-01 13:55:45 UTC+8,Binance,AAVE,4.0,5223.07,0.00,5223.07,5223.07,1
2026-06-01T05:55:45Z,2026-06-01 13:55:45 UTC+8,Binance,FDUSD,4.0,2256862.28,0.00,2256862.28,2256862.28,2
2026-06-01T05:55:45Z,2026-06-01 13:55:45 UTC+8,Binance,LINK,4.0,5166.52,63862.01,-58695.49,69028.53,4
2026-06-01T05:55:45Z,2026-06-01 13:55:45 UTC+8,Binance,ONDO,4.0,24350.34,7238.89,17111.44,31589.23,6
2026-06-01T05:55:45Z,2026-06-01 13:55:45 UTC+8,Binance,SHIB,4.0,1956.72,0.00,1956.72,1956.72,3
2026-06-01T05:55:45Z,2026-06-01 13:55:45 UTC+8,Binance,UNI,4.0,0.00,251.41,-251.41,251.41,1
2026-06-01T05:55:45Z,2026-06-01 13:55:45 UTC+8,Binance,USDT,4.0,212022.46,6888972.43,-6676949.97,7100994.88,109
2026-06-01T05:55:45Z,2026-06-01 13:55:45 UTC+8,Binance,WBTC,4.0,0.00,50.84,-50.84,50.84,1
2026-06-01T05:55:45Z,2026-06-01 13:55:45 UTC+8,Binance,WLD,4.0,15878.89,23487.98,-7609.09,39366.87,5
2026-06-01T06:04:38Z,2026-06-01 14:04:38 UTC+8,Binance,FDUSD,4.0,2256862.28,0.00,2256862.28,2256862.28,2
2026-06-01T06:04:38Z,2026-06-01 14:04:38 UTC+8,Binance,LINK,4.0,0.00,364.10,-364.10,364.10,2
2026-06-01T06:04:38Z,2026-06-01 14:04:38 UTC+8,Binance,ONDO,4.0,31103.34,18087.45,13015.89,49190.79,5
2026-06-01T06:04:38Z,2026-06-01 14:04:38 UTC+8,Binance,UNI,4.0,420.78,2019.02,-1598.24,2439.81,3
2026-06-01T06:04:38Z,2026-06-01 14:04:38 UTC+8,Binance,USDT,4.0,2393993.24,1991324.31,402668.92,4385317.55,111
